0,0,4,0,0,4,2,2,0,0,1
0,1,3,0,1,3,1,1,0.5,0.5,0
0,1,3,0,1,3,1,2,0,0,1
0,1,3,0,1,3,2,2,0,0,1
0,1,3,0,2,2,1,1,0.5,0.5,0
0,1,3,0,2,2,1,2,0,0,1
0,1,3,0,2,2,2,2,0,0,1
0,1,3,0,3,1,1,1,0.5,0.5,0
0,1,3,0,3,1,1,2,0,0,1
0,1,3,0,3,1,2,2,0,0,1
0,1,3,0,4,0,1,1,0.482447,0.517553,0
0,1,3,0,4,0,1,1,0.482447,0.517553,0
0,1,3,0,4,0,1,2,0,0,1
0,2,2,0,1,3,1,1,0.5,0.5,0
0,2,2,0,1,3,1,2,0,0,1
0,2,2,0,1,3,2,2,0,0,1
0,2,2,0,2,2,1,1,0.401078,0.401078,0.197844
0,2,2,0,2,2,1,2,0,0,1
0,2,2,0,2,2,2,2,0,0,1
0,2,2,0,3,1,1,1,0.384287,0.384287,0.231426
0,2,2,0,3,1,1,1,0.384287,0.384287,0.231426
0,2,2,0,3,1,1,1,0.384287,0.384287,0.231426
0,2,2,0,3,1,1,1,0.384287,0.384287,0.231426
0,2,2,0,3,1,1,1,0.384287,0.384287,0.231426
0,2,2,0,3,1,1,1,0.384287,0.384287,0.231426
0,2,2,0,3,1,1,2,0,0,1
0,2,2,0,3,1,2,2,0,0,1
0,2,2,0,4,0,1,1,0.372266,0.387712,0.240022
0,2,2,0,4,0,1,1,0.372266,0.387712,0.240022
0,2,2,0,4,0,1,1,0.372266,0.387712,0.240022
0,2,2,0,4,0,1,1,0.372266,0.387712,0.240022
0,2,2,0,4,0,1,1,0.372266,0.387712,0.240022
0,2,2,0,4,0,1,1,0.372266,0.387712,0.240022
0,2,2,0,4,0,1,2,0,0,1
0,3,1,0,1,3,1,1,0.5,0.5,0
0,3,1,0,1,3,1,2,0,0,1
0,3,1,0,1,3,2,2,0,0,1
0,3,1,0,2,2,1,1,0.384287,0.384287,0.231426
0,3,1,0,2,2,1,1,0.384287,0.384287,0.231426
0,3,1,0,2,2,1,1,0.384287,0.384287,0.231426
0,3,1,0,2,2,1,1,0.384287,0.384287,0.231426
0,3,1,0,2,2,1,2,0,0,1
0,3,1,0,2,2,2,2,0,0,1
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,1,0.35508,0.35508,0.28984
0,3,1,0,3,1,1,2,0,0,1
0,3,1,0,3,1,2,2,0,0,1
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,1,0.340933,0.352462,0.306606
0,3,1,0,4,0,1,2,0,0,1
0,4,0,0,1,3,1,1,0.482447,0.517553,0
0,4,0,0,1,3,1,1,0.482447,0.517553,0
0,4,0,0,1,3,1,2,0,0,1
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,1,0.372266,0.387712,0.240022
0,4,0,0,2,2,1,2,0,0,1
0,4,0,0,3,1,1,1,0.340933,0.352462,0.306606
